url,店舗名,住所,電話番号,営業時間,定休日,席数
https://sasp.mapion.co.jp/b/doutor/info/01010740/,ドトールコーヒーショップ 代々木八幡店,東京都渋谷区富ヶ谷１‐５２‐１,03-3469-8291,"平　日:
07:20 - 21:30




備　考:ラストオーダー　21:00


土曜日:
07:20 - 21:30




備　考:ラストオーダー　21:00


日　祝:
08:30 - 21:30




備　考:ラストオーダー　21:00",なし,"総席数:
71


禁煙席:
56


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01010741/,ドトールコーヒーショップ 大塚南口店,東京都豊島区南大塚３‐５３‐５,03-3988-1610,"平　日:
07:30 - 21:00



土曜日:
07:30 - 20:00



日　祝:
08:30 - 19:00",なし,"総席数:
17


禁煙席:
9


喫煙席:
8"
https://sasp.mapion.co.jp/b/doutor/info/01010743/,ドトールコーヒーショップ 武蔵中原店,神奈川県川崎市中原区上小田中６-２２-７,044-733-1671,"平　日:
07:00 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
42


禁煙席:
29


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01010744/,ドトールコーヒーショップ 茅ヶ崎南口店,神奈川県茅ヶ崎市共恵１‐１‐４,0467-59-4160,"平　日:
07:15 - 21:00



土曜日:
07:15 - 21:00



日　祝:
07:15 - 21:00",なし,"総席数:
40


禁煙席:
22


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01010746/,ドトールコーヒーショップ 新宿１丁目南店,東京都新宿区新宿１‐２０‐４,03-5363-4623,"平　日:
07:00 - 20:30



土曜日:
07:20 - 20:30



日　祝:
07:20 - 19:30",なし,"総席数:
52


禁煙席:
32


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01010747/,ドトールコーヒーショップ 駒込東口店,東京都北区中里１‐６‐１ 中里鈴木ビル,03-5815-2280,"平　日:
07:30 - 22:00



土曜日:
08:30 - 21:00



日　祝:
08:30 - 21:00",なし,"総席数:
90


禁煙席:
67


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/01010748/,ドトールコーヒーショップ 豊洲メトロピア店,東京都江東区豊洲４‐１‐１,03-3536-6306,"平　日:
07:00 - 19:00



土曜日:
-



日　祝:
-",日曜、祝日、土曜,"総席数:
21


禁煙席:
21


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01010750/,ドトールコーヒーショップ 武蔵小金井店,東京都小金井市本町５‐１２‐１４,042-386-5657,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
50


禁煙席:
25


喫煙席:
25"
https://sasp.mapion.co.jp/b/doutor/info/01010755/,ドトールコーヒーショップ 和光市駅前店,埼玉県和光市丸山台１‐１０‐４,048-451-4870,"平　日:
07:15 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
43


禁煙席:
25


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01010756/,ドトールコーヒーショップ 西葛西北口店,東京都江戸川区西葛西３‐１６‐１２,03-5675-5009,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
70


禁煙席:
50


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01010758/,ドトールコーヒーショップ 郡山フェスタ店,福島県郡山市日和田町字小原１,024-968-1110,"平　日:
10:00 - 21:00



土曜日:
10:00 - 21:00



日　祝:
10:00 - 21:00",なし,"総席数:

-

禁煙席:

-

喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01010759/,ドトールコーヒーショップ 駒込南口店,東京都文京区本駒込６‐１５‐１,03-3944-9888,"平　日:
07:00 - 21:00



土曜日:
08:00 - 20:30



日　祝:
08:00 - 20:30",なし,"総席数:
64


禁煙席:
20


喫煙席:
44"
https://sasp.mapion.co.jp/b/doutor/info/01010761/,ドトールコーヒーショップ 荻窪南口店,東京都杉並区荻窪５‐２９‐７,03-3220-2704,"平　日:
07:30 - 21:20



土曜日:
08:30 - 21:20



日　祝:
08:30 - 21:20",なし,"総席数:
53


禁煙席:
33


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01010767/,ドトールコーヒーショップ 旗の台中原街道店,東京都品川区旗の台１‐４‐１３,03-5749-2100,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
90


禁煙席:
58


喫煙席:
32"
https://sasp.mapion.co.jp/b/doutor/info/01010768/,ドトールコーヒーショップ 関内山下町店,神奈川県横浜市中区山下町８９‐６ プライムタワー横浜１Ｆ,045-226-3133,"平　日:
07:30 - 20:00



土曜日:
07:30 - 20:00



日　祝:
09:00 - 18:00",なし,"総席数:
47


禁煙席:
29


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01010771/,ドトールコーヒーショップ 成田空港第１ターミナルビル店,千葉県成田市 成田空港第１旅客ターミナルビル第１サテライト,0476-30-3088,"平　日:
08:00 - 21:30



土曜日:
08:00 - 21:30



日　祝:
08:00 - 21:30",なし,"総席数:
22


禁煙席:
22


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01010773/,ドトールコーヒーショップ 飯田橋富士見店,東京都千代田区富士見２‐３‐１０,03-3263-4044,"平　日:
07:00 - 21:00



土曜日:
07:00 - 19:30



日　祝:
07:30 - 19:00",なし,"総席数:
35


禁煙席:
7


喫煙席:
28"
https://sasp.mapion.co.jp/b/doutor/info/01010775/,ドトールコーヒーショップ 明大前店,東京都世田谷区松原２‐４６‐２ プリマベーラ春山１Ｆ,03-5301-5611,"平　日:
07:00 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:30 - 21:30",なし,"総席数:
64


禁煙席:
52


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/01010776/,ドトールコーヒーショップ 日本橋２丁目西店,東京都中央区日本橋２‐２‐１５ テイトビル,03-3273-5533,"平　日:
07:00 - 21:00



土曜日:
08:00 - 20:00



日　祝:
10:00 - 18:00",なし,"総席数:
41


禁煙席:
23


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01010779/,ドトールコーヒーショップ 小田原駅東口店,神奈川県小田原市栄町２‐７‐３９,0465-21-3780,"平　日:
07:30 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
70


禁煙席:
50


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01010780/,ドトールコーヒーショップ 清瀬北口店,東京都清瀬市元町１‐２‐７,042-495-2266,"平　日:
07:00 - 21:00



土曜日:
07:00 - 20:00



日　祝:
07:00 - 20:00",なし,"総席数:
65


禁煙席:
38


喫煙席:
27"
https://sasp.mapion.co.jp/b/doutor/info/01010784/,ドトールコーヒーショップ 目黒東口店,東京都品川区上大崎２‐１４‐５,03-3440-7000,"平　日:
07:00 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:30 - 21:30",なし,"総席数:
48


禁煙席:
30


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01010789/,ドトールコーヒーショップ 仙台長町たいはっくる店,宮城県仙台市太白区長町５‐３‐１,022-304-2730,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
57


禁煙席:
46


喫煙席:
11"
https://sasp.mapion.co.jp/b/doutor/info/01010790/,ドトールコーヒーショップ 方南町店,東京都杉並区方南２‐１３‐９,03-5305-3502,"平　日:
07:30 - 20:30



土曜日:
08:00 - 20:30



日　祝:
08:00 - 20:30",火曜,"総席数:
54


禁煙席:
15


喫煙席:
39"
https://sasp.mapion.co.jp/b/doutor/info/01010792/,ドトールコーヒーショップ 芝浦３丁目店,東京都港区芝浦３‐１１‐７ 根本ビル１Ｆ,03-3454-3460,"平　日:
07:00 - 20:00



土曜日:
07:30 - 18:00



日　祝:
08:00 - 18:00",なし,"総席数:
31


禁煙席:
4


喫煙席:
27"
https://sasp.mapion.co.jp/b/doutor/info/01010799/,ドトールコーヒーショップ 静岡呉服町２丁目店,静岡県静岡市葵区呉服町２‐２‐１０,054-205-8368,"平　日:
07:30 - 20:30



土曜日:
07:30 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
156


禁煙席:
114


喫煙席:
42"
https://sasp.mapion.co.jp/b/doutor/info/01010809/,ドトールコーヒーショップ 石川町北口店,神奈川県横浜市中区吉浜町１‐６,045-222-6438,"平　日:
06:30 - 22:00




備　考:閉店１５分前にオーダーストップ


土曜日:
07:00 - 22:00




備　考:閉店１５分前にオーダーストップ


日　祝:
08:00 - 22:00




備　考:閉店１５分前にオーダーストップ",なし,"総席数:
62


禁煙席:
34


喫煙席:
28"
https://sasp.mapion.co.jp/b/doutor/info/01010813/,ドトールコーヒーショップ 仙台定禅寺通り店,宮城県仙台市青葉区国分町３‐１‐１１,022-217-0107,"平　日:
07:00 - 22:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
92


禁煙席:
64


喫煙席:
28"
https://sasp.mapion.co.jp/b/doutor/info/01010815/,ドトールコーヒーショップ 新橋南店,東京都港区新橋４‐６‐６ 米山ビル１Ｆ,03-3431-3179,"平　日:
07:00 - 20:00



土曜日:
-



日　祝:
-",日曜、祝日、土曜,"総席数:
22


禁煙席:

-

喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/01010816/,ドトールコーヒーショップ ＪＲ札幌北口店,北海道札幌市北区北六条西３‐２‐１,011-252-1860,"平　日:
07:00 - 22:15



土曜日:
07:00 - 22:15



日　祝:
07:00 - 22:15",なし,"総席数:
73


禁煙席:
36


喫煙席:
37"
https://sasp.mapion.co.jp/b/doutor/info/01010818/,ドトールコーヒーショップ 西新宿３丁目店,東京都新宿区西新宿３‐１‐７ 新宿嘉泉ビル,03-5325-5763,"平　日:
07:00 - 23:30



土曜日:
07:30 - 23:30



日　祝:
08:00 - 23:30",なし,"総席数:
59


禁煙席:
34


喫煙席:
25"
https://sasp.mapion.co.jp/b/doutor/info/01010820/,ドトールコーヒーショップ 衣笠店,神奈川県横須賀市衣笠栄町１‐７０‐１２８,046-852-9677,"平　日:
08:00 - 19:30



土曜日:
08:00 - 19:30



日　祝:
08:00 - 19:30",なし,"総席数:
38


禁煙席:
26


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/01010824/,ドトールコーヒーショップ 郡山駅店,福島県郡山市燧田１９５,024-927-1345,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
54


禁煙席:
27


喫煙席:
27"
https://sasp.mapion.co.jp/b/doutor/info/01010825/,ドトールコーヒーショップ 渋谷神南１丁目店,東京都渋谷区神南１‐１０‐１,03-5459-9236,"平　日:
07:30 - 22:00



土曜日:
07:30 - 22:00



日　祝:
08:00 - 21:00",なし,"総席数:
173


禁煙席:
105


喫煙席:
68"
https://sasp.mapion.co.jp/b/doutor/info/01010827/,ドトールコーヒーショップ 高津駅前店,神奈川県川崎市高津区溝口４‐１‐１７ Ｓ．Ｋ．Ｄ高津駅前ビル１,044-850-8211,"平　日:
07:30 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
30


禁煙席:
18


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/01010828/,ドトールコーヒーショップ 久我山店,東京都杉並区久我山５‐７‐１８,03-3335-4337,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
07:30 - 21:00",なし,"総席数:
65


禁煙席:
45


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01010831/,ドトールコーヒーショップ 武蔵新城店,神奈川県川崎市中原区新城５-１-１,044-741-4120,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
56


禁煙席:
37


喫煙席:
19"
https://sasp.mapion.co.jp/b/doutor/info/01010833/,ドトールコーヒーショップ 藤沢南口店,神奈川県藤沢市南藤沢３‐２ アイアンビル,0466-55-3715,"平　日:
07:00 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:30 - 21:00",なし,"総席数:
73


禁煙席:
51


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/01010836/,ドトールコーヒーショップ 川口東口店,埼玉県川口市栄町３‐５‐１,048-250-6300,"平　日:
07:30 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
78


禁煙席:
50


喫煙席:
28"
https://sasp.mapion.co.jp/b/doutor/info/01010839/,ドトールコーヒーショップ 聖蹟桜ヶ丘店,東京都多摩市関戸１‐７‐１ 京王聖蹟桜ヶ丘ショッピングセンターＣ館,042-337-2742,"平　日:
08:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:30 - 21:00",なし,"総席数:
16


禁煙席:
16


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01010840/,ドトールコーヒーショップ 四谷１丁目南店,東京都新宿区四谷１‐１８ 四谷プラザビル,03-3358-9850,"平　日:
07:00 - 21:30



土曜日:
07:30 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
44


禁煙席:
29


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01010841/,ドトールコーヒーショップ 浜田山店,東京都杉並区浜田山３‐３０‐１１,03-5316-2777,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
48


禁煙席:
38


喫煙席:
10"
https://sasp.mapion.co.jp/b/doutor/info/01010842/,ドトールコーヒーショップ 新宿駅構内ルミネ店,東京都新宿区新宿３‐３８‐１ ＪＲ新宿駅南口改札内,03-3348-2931,"平　日:
06:00 - 23:30



土曜日:
07:30 - 22:00



日　祝:
07:30 - 22:00",なし,"総席数:
44


禁煙席:
20


喫煙席:
24"
https://sasp.mapion.co.jp/b/doutor/info/01010843/,ドトールコーヒーショップ 菊川店,東京都墨田区菊川２‐５‐６,03-5625-2225,"平　日:
07:00 - 21:00



土曜日:
07:00 - 20:00



日　祝:
07:30 - 20:00",なし,"総席数:
49


禁煙席:
21


喫煙席:
28"
https://sasp.mapion.co.jp/b/doutor/info/01010844/,ドトールコーヒーショップ エッソ川越南店,埼玉県川越市熊野町１６‐１,050-3312-4659,"平　日:
04:00 - 03:00



土曜日:
04:00 - 03:00



日　祝:
04:00 - 03:00",なし,"総席数:
50


禁煙席:
35


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01010845/,ドトールコーヒーショップ エッソ町田金森店,東京都町田市金森３-２１-１５,042-796-4748,"平　日:
07:00 - 20:00



土曜日:
06:00 - 20:00



日　祝:
06:00 - 20:00",なし,"総席数:
53


禁煙席:
40


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01010846/,ドトールコーヒーショップ エッソ千葉ニュータウン北店,千葉県白井市武西１１４１‐２,047-498-4137,"平　日:
06:00 - 22:00



土曜日:
06:00 - 22:00



日　祝:
06:00 - 22:00",なし,"総席数:
42


禁煙席:
29


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01010849/,ドトールコーヒーショップ 成増２丁目店,東京都板橋区成増２‐２１‐３,03-3930-9399,"平　日:
07:00 - 20:30



土曜日:
07:00 - 20:30



日　祝:
07:30 - 20:00",ショッピングセンター休業日,"総席数:
47


禁煙席:
24


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/01010850/,ドトールコーヒーショップ 飯田橋神楽坂店,東京都新宿区神楽坂１‐１２,03-5225-1028,"平　日:
07:00 - 22:20



土曜日:
08:00 - 20:20



日　祝:
08:00 - 20:20",なし,"総席数:
108


禁煙席:
78


喫煙席:
30"
https://sasp.mapion.co.jp/b/doutor/info/01010858/,ドトールコーヒーショップ 西日暮里店,東京都荒川区西日暮里５‐１４‐１ 太陽ビル,03-5604-1154,"平　日:
07:30 - 21:00



土曜日:
07:30 - 21:00



日　祝:
07:30 - 20:00",なし,"総席数:
42


禁煙席:
16


喫煙席:
26"
https://sasp.mapion.co.jp/b/doutor/info/01010863/,ドトールコーヒーショップ 西葛西南口店,東京都江戸川区西葛西６‐１６‐４,03-5679-2781,"平　日:
07:30 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
110


禁煙席:
52


喫煙席:
58"
https://sasp.mapion.co.jp/b/doutor/info/01010864/,ドトールコーヒーショップ 北上さくら野店,岩手県北上市本通り２‐２‐１,0197-61-3010,"平　日:
10:00 - 20:00



土曜日:
10:00 - 20:00



日　祝:
10:00 - 20:00",なし,"総席数:

-

禁煙席:

-

喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01010866/,ドトールコーヒーショップ 仙台クリスロード店,宮城県仙台市青葉区中央２‐５‐６,022-722-5345,"平　日:
07:00 - 22:00



土曜日:
08:00 - 22:00



日　祝:
08:00 - 21:00",なし,"総席数:
101


禁煙席:
79


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/01010870/,ドトールコーヒーショップ 武蔵境北口店,東京都武蔵野市境２‐１３‐１,0422-50-0555,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
54


禁煙席:
30


喫煙席:
24"
https://sasp.mapion.co.jp/b/doutor/info/01010873/,ドトールコーヒーショップ 白楽店,神奈川県横浜市神奈川区白楽１２４,045-439-7417,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
47


禁煙席:
24


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/01010875/,ドトールコーヒーショップ 東高円寺店,東京都杉並区高円寺南１‐７‐１ 陽輪台高円寺Ｂ１Ｆ,03-3316-0516,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
36


禁煙席:
25


喫煙席:
11"
https://sasp.mapion.co.jp/b/doutor/info/01010879/,ドトールコーヒーショップ 仙台一番町４丁目店,宮城県仙台市青葉区一番町４‐５‐２１,022-222-7571,"平　日:
07:00 - 22:00



土曜日:
08:00 - 22:00



日　祝:
08:00 - 21:00",なし,"総席数:
84


禁煙席:
42


喫煙席:
42"
https://sasp.mapion.co.jp/b/doutor/info/01010883/,ドトールコーヒーショップ 新宿ビルディング店,東京都新宿区西新宿１‐８‐１ 新宿ビルディングＢ２Ｆ,03-5325-5232,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
46


禁煙席:
23


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/01010890/,ドトールコーヒーショップ 鶴川店,東京都町田市能ヶ谷１‐６‐１１,042-735-7770,"平　日:
06:30 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:00 - 22:00",なし,"総席数:
56


禁煙席:
30


喫煙席:
26"
https://sasp.mapion.co.jp/b/doutor/info/01010895/,ドトールコーヒーショップ 雑色店,東京都大田区仲六郷２‐２８‐４,03-3731-7383,"平　日:
07:30 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
49


禁煙席:
20


喫煙席:
29"
https://sasp.mapion.co.jp/b/doutor/info/01010897/,ドトールコーヒーショップ エッソ柏の葉店,千葉県流山市青田４３‐１,050-3357-8113,"平　日:
04:00 - 03:00



土曜日:
04:00 - 03:00



日　祝:
04:00 - 03:00",なし,"総席数:
52


禁煙席:
34


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01010898/,ドトールコーヒーショップ エッソＲ６取手店,茨城県取手市井野台３‐６‐２５,050-3309-9234,"平　日:
04:00 - 02:00



土曜日:
04:00 - 02:00



日　祝:
04:00 - 02:00",なし,"総席数:
74


禁煙席:
52


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/01010899/,ドトールコーヒーショップ エッソ入間ニュータウン店,埼玉県入間市扇町屋１‐８‐１,050-3359-3512,"平　日:
04:00 - 03:00



土曜日:
04:00 - 03:00



日　祝:
04:00 - 03:00",なし,"総席数:
40


禁煙席:
32


喫煙席:
8"
https://sasp.mapion.co.jp/b/doutor/info/01010906/,ドトールコーヒーショップ 希望ヶ丘店,神奈川県横浜市旭区中希望が丘２６５ 相鉄本線希望ヶ丘駅内,045-360-2344,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
42


禁煙席:
19


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/01010907/,ドトールコーヒーショップ 赤坂４丁目店,東京都港区赤坂４‐８‐２０,03-5411-4268,"平　日:
07:15 - 20:30




備　考:ラストオーダー　20:00


土曜日:
08:00 - 19:00




備　考:ラストオーダー　18:30


日　祝:
10:00 - 18:00




備　考:ラストオーダー　17:30",なし,"総席数:
53


禁煙席:
22


喫煙席:
31"
https://sasp.mapion.co.jp/b/doutor/info/01010908/,ドトールコーヒーショップ 札幌エスタ地下店,北海道札幌市中央区北五条西２丁目１,011-223-8080,"平　日:
07:00 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:00 - 22:00",なし,"総席数:
63


禁煙席:
35


喫煙席:
28"
https://sasp.mapion.co.jp/b/doutor/info/01010913/,ドトールコーヒーショップ 検見川浜店,千葉県千葉市美浜区真砂４‐２‐８,043-298-7660,"平　日:
07:30 - 21:00



土曜日:
07:30 - 21:00



日　祝:
07:30 - 20:00",なし,"総席数:
53


禁煙席:
31


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/01010918/,ドトールコーヒーショップ 新横浜駅前店,神奈川県横浜市港北区新横浜３‐６,045-470-7988,"平　日:
06:30 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:30 - 21:00",なし,"総席数:
111


禁煙席:
55


喫煙席:
56"
https://sasp.mapion.co.jp/b/doutor/info/01010926/,ドトールコーヒーショップ 我孫子南口店,千葉県我孫子市本町２‐１‐２,04-7181-2662,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
59


禁煙席:
36


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/01010932/,ドトールコーヒーショップ 上尾ショッピングアベニュー店,埼玉県上尾市緑丘３‐３‐１１‐２ Ｐ・Ａ・Ｐ・Ａ　ＰＲＩＮＣＥＳＳ内,048-778-0800,"平　日:
10:00 - 20:00



土曜日:
10:00 - 20:00



日　祝:
10:00 - 20:00",なし,"総席数:
57


禁煙席:
30


喫煙席:
27"
https://sasp.mapion.co.jp/b/doutor/info/01010933/,ドトールコーヒーショップ 沖縄イオン具志川店,沖縄県うるま市字前原幸崎原３０３,098-983-6610,"平　日:
10:00 - 22:00



土曜日:
10:00 - 22:00



日　祝:
10:00 - 22:00",なし,"総席数:
40


禁煙席:
40


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01010934/,ドトールコーヒーショップ 武蔵境イトーヨーカドー店,東京都武蔵野市境南町２‐２‐２０ イトーヨーカドー東館１Ｆ,0422-39-0876,"平　日:
10:00 - 22:00



土曜日:
10:00 - 22:00



日　祝:
10:00 - 22:00",なし,"総席数:
66


禁煙席:
43


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/01010938/,ドトールコーヒーショップ 飯田橋東口店,東京都新宿区揚場町２‐１６,03-3266-0927,"平　日:
07:00 - 21:00



土曜日:
07:30 - 20:00



日　祝:
08:00 - 19:00",なし,"総席数:
32


禁煙席:
16


喫煙席:
16"
https://sasp.mapion.co.jp/b/doutor/info/01010941/,ドトールコーヒーショップ エッソ湘南台店,神奈川県藤沢市湘南台７‐２６‐７,0466-43-0448,"平　日:
06:00 - 22:00



土曜日:
06:00 - 22:00



日　祝:
06:00 - 22:00",なし,"総席数:
41


禁煙席:
28


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01010944/,ドトールコーヒーショップ エッソ久留米ニュータウン店,東京都小平市大沼町２‐７２１‐６,050-3469-0655,"平　日:
04:00 - 03:00



土曜日:
04:00 - 03:00



日　祝:
04:00 - 03:00",なし,"総席数:
40


禁煙席:
26


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/01010945/,ドトールコーヒーショップ エッソ多摩ニュータウン店,東京都八王子市松木３３‐１４,042-677-7955,"平　日:
04:00 - 03:00



土曜日:
04:00 - 03:00



日　祝:
04:00 - 03:00",なし,"総席数:
55


禁煙席:
35


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01010946/,ドトールコーヒーショップ 練馬駅店,東京都練馬区練馬１‐３‐５,03-5912-5070,"平　日:
06:30 - 21:00



土曜日:
06:30 - 21:00



日　祝:
08:00 - 20:30",なし,"総席数:
78


禁煙席:
48


喫煙席:
30"
https://sasp.mapion.co.jp/b/doutor/info/01010951/,ドトールコーヒーショップ 新子安オルトヨコハマ店,神奈川県横浜市神奈川区新子安１‐２‐４,045-438-0186,"平　日:
06:30 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
56


禁煙席:
40


喫煙席:
16"
https://sasp.mapion.co.jp/b/doutor/info/01010954/,ドトールコーヒーショップ エッソゆりのき台店,千葉県八千代市大和田新田３１４‐１１,050-3359-3630,"平　日:
04:00 - 03:00



土曜日:
04:00 - 03:00



日　祝:
04:00 - 03:00",なし,"総席数:
41


禁煙席:
27


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/01010955/,ドトールコーヒーショップ エッソ八王子ニュータウン店,東京都八王子市小比企町１１３７‐１,042-637-8010,"平　日:
07:00 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:00 - 22:00",なし,"総席数:
44


禁煙席:
29


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01010958/,ドトールコーヒーショップ 新中野店,東京都中野区中央４‐１‐１,03-5342-0705,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
51


禁煙席:
39


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/01010964/,ドトールコーヒーショップ 新橋３丁目店,東京都港区新橋３‐４‐８ 昌栄ビル１Ｆ,03-3503-2562,"平　日:
07:00 - 20:00



土曜日:
-



日　祝:
-",日曜、祝日、土曜,"総席数:
21


禁煙席:
10


喫煙席:
11"
https://sasp.mapion.co.jp/b/doutor/info/01010968/,ドトールコーヒーショップ 人形町箱崎店,東京都中央区日本橋箱崎町２５‐１,03-5652-5110,"平　日:
07:00 - 21:00



土曜日:
08:00 - 18:00



日　祝:
-",日曜、祝日,"総席数:
52


禁煙席:
29


喫煙席:
23"
https://sasp.mapion.co.jp/b/doutor/info/01010969/,ドトールコーヒーショップ 五井駅西口店,千葉県市原市五井中央西２‐２‐５ サンパークビル１Ｆ,0436-22-9875,"平　日:
07:00 - 21:30



土曜日:
07:30 - 21:30



日　祝:
08:00 - 20:30",なし,"総席数:
36


禁煙席:
26


喫煙席:
10"
https://sasp.mapion.co.jp/b/doutor/info/01010972/,ドトールコーヒーショップ 福島東口店,福島県福島市栄町７‐３２,024-525-3245,"平　日:
07:00 - 21:00




備　考:ラストオーダー　20:30


土曜日:
08:00 - 21:00




備　考:ラストオーダー　20:30


日　祝:
08:00 - 20:00",ショッピングセンター休業日,"総席数:
75


禁煙席:
49


喫煙席:
26"
https://sasp.mapion.co.jp/b/doutor/info/01010973/,ドトールコーヒーショップ エスパル福島店,福島県福島市栄町１‐１ エスパル福島１Ｆ,024-528-6083,"平　日:
07:00 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:00 - 22:00",なし,"総席数:
68


禁煙席:
44


喫煙席:
24"
